7.008999999999999675e-01,7.711999999999999966e-01,7.690000000000000169e-01,7.432999999999999607e-01,7.633999999999999675e-01
7.733999999999999764e-01,7.969000000000000528e-01,8.135999999999999899e-01,7.790000000000000258e-01,7.320999999999999730e-01
7.611999999999999877e-01,7.980000000000000426e-01,8.358999999999999764e-01,7.733999999999999764e-01,8.125000000000000000e-01
8.103000000000000203e-01,8.705000000000000515e-01,8.304000000000000270e-01,8.046999999999999709e-01,8.559999999999999831e-01
8.057999999999999607e-01,8.548999999999999932e-01,8.426000000000000156e-01,8.024999999999999911e-01,8.972999999999999865e-01
8.671999999999999709e-01,9.274999999999999911e-01,8.850000000000000089e-01,8.527000000000000135e-01,9.296999999999999709e-01
8.760999999999999899e-01,8.894999999999999574e-01,8.794999999999999485e-01,8.883999999999999675e-01,9.241000000000000325e-01
8.705000000000000515e-01,9.396999999999999797e-01,8.782999999999999696e-01,9.006999999999999451e-01,9.497999999999999776e-01
9.173999999999999932e-01,9.497999999999999776e-01,9.040000000000000258e-01,9.018000000000000460e-01,9.508999999999999675e-01
9.318999999999999506e-01,9.385999999999999899e-01,9.241000000000000325e-01,8.917000000000000481e-01,9.431000000000000494e-01
9.230000000000000426e-01,9.519999999999999574e-01,9.252000000000000224e-01,9.241000000000000325e-01,9.497999999999999776e-01
9.385999999999999899e-01,9.576000000000000068e-01,9.040000000000000258e-01,9.396999999999999797e-01,9.442000000000000393e-01
9.508999999999999675e-01,9.720999999999999641e-01,9.407999999999999696e-01,9.385999999999999899e-01,9.820999999999999730e-01
9.554000000000000270e-01,9.654000000000000359e-01,9.464000000000000190e-01,9.597999999999999865e-01,9.364000000000000101e-01
9.576000000000000068e-01,9.743000000000000549e-01,9.631999999999999451e-01,9.519999999999999574e-01,9.576000000000000068e-01
9.453000000000000291e-01,9.720999999999999641e-01,9.654000000000000359e-01,9.665000000000000258e-01,9.654000000000000359e-01
9.687999999999999945e-01,9.766000000000000236e-01,9.743000000000000549e-01,9.643000000000000460e-01,9.766000000000000236e-01
9.353000000000000203e-01,9.731999999999999540e-01,9.709999999999999742e-01,9.565000000000000169e-01,9.754000000000000448e-01
9.442000000000000393e-01,9.809999999999999831e-01,9.731999999999999540e-01,9.743000000000000549e-01,9.809999999999999831e-01
9.766000000000000236e-01,9.709999999999999742e-01,9.788000000000000034e-01,9.497999999999999776e-01,9.687999999999999945e-01
9.676000000000000156e-01,9.777000000000000135e-01,9.809999999999999831e-01,9.620999999999999552e-01,9.643000000000000460e-01
9.855000000000000426e-01,9.820999999999999730e-01,9.820999999999999730e-01,9.665000000000000258e-01,9.586999999999999966e-01
9.687999999999999945e-01,9.832999999999999519e-01,9.888000000000000123e-01,9.720999999999999641e-01,9.788000000000000034e-01
9.676000000000000156e-01,9.788000000000000034e-01,9.809999999999999831e-01,9.665000000000000258e-01,9.877000000000000224e-01
9.709999999999999742e-01,9.631999999999999451e-01,9.855000000000000426e-01,9.809999999999999831e-01,9.698999999999999844e-01
9.720999999999999641e-01,9.743000000000000549e-01,9.709999999999999742e-01,9.820999999999999730e-01,9.565000000000000169e-01
9.687999999999999945e-01,9.855000000000000426e-01,9.743000000000000549e-01,9.754000000000000448e-01,9.643000000000000460e-01
9.766000000000000236e-01,9.820999999999999730e-01,9.754000000000000448e-01,9.754000000000000448e-01,9.687999999999999945e-01
9.788000000000000034e-01,9.788000000000000034e-01,9.788000000000000034e-01,9.788000000000000034e-01,9.777000000000000135e-01
9.576000000000000068e-01,9.754000000000000448e-01,9.788000000000000034e-01,9.820999999999999730e-01,9.676000000000000156e-01
9.709999999999999742e-01,9.820999999999999730e-01,9.788000000000000034e-01,9.766000000000000236e-01,9.820999999999999730e-01
9.698999999999999844e-01,9.855000000000000426e-01,9.754000000000000448e-01,9.631999999999999451e-01,9.798999999999999932e-01
9.676000000000000156e-01,9.731999999999999540e-01,9.754000000000000448e-01,9.743000000000000549e-01,9.877000000000000224e-01
9.777000000000000135e-01,9.877000000000000224e-01,9.866000000000000325e-01,9.676000000000000156e-01,9.777000000000000135e-01
9.687999999999999945e-01,9.877000000000000224e-01,9.844000000000000528e-01,9.788000000000000034e-01,9.809999999999999831e-01
